Alignment name,Distance from boundary,Alignment position,E-value
uL03a-aRNPA-ClustalW,0.5333333333333333,1101-1107,0.023912992862805314
uL03a-aRNPA-ClustalW,0.5333333333333333,1027-1040,0.000571831227656578
uL03a-aRNPA-ClustalW,0.5333333333333333,539-551,0.0009747462928068856
uL03a-aRNPA-ClustalW,0.5333333333333333,1135-1144,0.004827949993831441
uL03a-aRNPA-full,0.9333333333333333,396-406,3.4773092764851756e-05
uL03a-aRNPA-full,0.7,655-669,2.7536449349747158e-05
uL03a-aRNPA-full,0.5659529272433937,878-888,0.001978369616123868
uL03a-aRNPA-full,0.5333333333333333,1134-1140,0.023912992862805314
uL03a-aRNPA-full,0.5333333333333333,1062-1076,0.00033546262790251185
uL03a-aRNPA-full,0.5333333333333333,573-585,0.0009747462928068856
uL03b-aIF5,0.7,86-97,0.0002248673241788486
uL03b-aRNAPA2,0.5333333333333333,505-517,0.0009747462928068856
uL03b-aRNAPA2,0.5333333333333333,375-383,0.00822974704902003
uL03b-aRNAPA2,0.5333333333333333,104-116,0.0009747462928068856
uL03b-aRNAPB-ClustalW,0.7,577-588,0.0002248673241788486
uL03b-aRNAPB-ClustalW,0.5333333333333333,123-135,0.0009747462928068856
uL11a-bS18,0.5333333333333333,192-204,0.0009747462928068856
uL11b-bS18,0.5333333333333333,98-108,0.002832298611864697
uL11b-bS18,0.5333333333333333,191-196,0.04076220397836621
uL14a-aS08,0.5333333333333333,142-150,0.00822974704902003
uL30b-aL08,0.5333333333333333,145-155,0.002832298611864697
uL30b-aL30,0.5333333333333333,49-59,0.002832298611864697
uL33_aperm_STRUC,0.5333333333333333,139-149,0.002832298611864697
uL33_bperm_PRMS,0.7,93-105,0.00011166580849011478
uL33_bperm_PRMS,0.5887254325592955,170-183,0.0002633159131827287
uL33_bperm_STRUC,0.5333333333333333,24-34,0.002832298611864697
uL33_nonperm,0.5333333333333333,174-185,0.001661557273173934
