Alignment name,Distance from boundary,Alignment position,E-value
A_PS51240_PS51298,6.875484255523886,35-57,2.1006221012288617e-69
A_PS51240_PS51298,3.2982772754754546,5-31,2.1113597874124042e-39
A_PS51240_PS51298,1.5608729403525254,215-238,5.3816553484740753e-17
A_PS51240_PS51298,0.9020579188300717,76-92,2.1882694606679593e-07
A_PS51240_PS51315,6.60682731507269,130-212,7.036916482278468e-239
A_PS51240_PS51315,5.071150576119928,35-53,1.4286257375073592e-42
A_PS51240_PS51315,0.06151351919003112,19-31,0.4494746828952179
A_PS51240_PS51317,6.871654832308312,5-88,2.074774405657593e-251
A_PS51240_PS51317,9.116181048728553,131-181,1.217689608326755e-202
A_PS51240_PS51317,1.1637643949922838,207-224,7.989209510912317e-10
A_PS51240_PS51317,0.48490458635729894,185-202,0.0001619403412524609
A_PS51242_PS51237,8.162229775314167,2-55,3.80353154041316e-192
A_PS51242_PS51241,0.797241648851676,8-20,3.1543549754161823e-05
A_PS51242_PS51245,2.4074969724276425,28-54,5.88583985276934e-29
A_PS51242_PS51261,4.492023278065039,235-263,2.6609288053091536e-57
A_PS51242_PS51288,0.001397329742026443,162-180,0.9738000682974987
A_PS51245_PS51251,0.09674725431744413,58-75,0.17526597920913486
A_PS51245_PS51291,1.7368135402801306,150-177,7.584395539217043e-22
A_PS51250_PS51237,1.8592214186339695,2-17,1.2044987566028714e-13
A_PS51250_PS51241,2.4174083188033446,85-115,2.845247862421261e-33
A_PS51250_PS51242,0.9457403950238357,3-18,2.681159447358529e-07
A_PS51250_PS51291,1.0385013597785901,202-215,4.850474882424308e-07
A_PS51250_PS51291,0.6575520568928415,239-260,5.217145427339458e-07
A_PS51250_PS51298,0.4715644146610316,149-165,0.0003299415470853447
A_PS51250_PS51317,0.15476607573758638,149-163,0.09812715551747216
A_PS51251_PS51298,9.089767144244046,43-88,2.0138570914885932e-174
A_PS51251_PS51298,3.721793903520191,188-214,2.2825852831106027e-44
A_PS51251_PS51298,2.3634990267215916,221-244,2.317874689097721e-25
A_PS51251_PS51298,0.11238630730306642,114-132,0.11820441310915364
A_PS51261_PS51237,0.6937389197527821,243-254,0.0002424131546136665
A_PS51261_PS51251,9.144183768559994,41-95,2.3939192370125677e-191
A_PS51261_PS51251,2.8658928311441016,156-193,5.053883108762122e-48
A_PS51261_PS51251,0.3595080816054992,219-232,0.006518485974709139
A_PS51261_PS51251,0.08419771551985455,266-279,0.3076575339847101
A_PS51261_PS51251,0.09836706974673959,110-130,0.12672847610709886
A_PS51261_PS51267,8.016290950055435,21-52,3.928352055182995e-112
A_PS51261_PS51267,8.161002913076187,223-267,3.21711112469779e-160
A_PS51261_PS51267,3.6786800047886024,163-180,1.7484463797670978e-29
A_PS51261_PS51267,1.2649614826064592,207-217,9.056831567581277e-07
A_PS51261_PS51267,1.1110970436644898,58-90,2.8436347449455054e-13
A_PS51261_PS51288,8.944085789939987,197-254,5.089884812428234e-226
A_PS51261_PS51288,8.228755339710103,20-52,1.1689603486297337e-118
A_PS51261_PS51288,3.9639354078650504,153-170,1.0297340255199474e-31
A_PS51261_PS51291,9.081375832915933,4-51,4.879914449659273e-190
A_PS51261_PS51291,3.5207445505611563,157-174,3.0011054188015177e-28
A_PS51261_PS51291,2.155285022608798,198-211,7.863257693478666e-14
A_PS51261_PS51291,0.9686536822487337,247-263,4.895372725583208e-07
A_PS51261_PS51291,0.204461313319233,232-243,0.08598901187124423
A_PS51261_PS51298,8.696916757676044,5-69,8.563838508051123e-220
A_PS51261_PS51298,4.675948350529994,200-230,1.1145625456574636e-63
A_PS51261_PS51298,3.1380328589103152,160-176,6.790221960655391e-24
A_PS51261_PS51298,1.4930457392240246,249-270,2.416283892183242e-14
A_PS51261_PS51298,0.4929989130309451,234-245,0.002695997653296763
A_PS51261_PS51317,8.916197800285618,1-47,1.0092326720744938e-182
A_PS51261_PS51317,5.9503201524375395,238-273,9.313577239019329e-94
A_PS51261_PS51317,3.4455465905944633,163-179,3.643411171135939e-26
A_PS51261_PS51317,2.736557611260452,203-223,1.101769461089113e-25
A_PS51261_PS51317,2.360227752697118,81-107,2.109040871792019e-28
A_PS51267_PS51251,8.596795412924335,40-72,6.210881937350074e-124
A_PS51267_PS51251,6.83890880663032,201-243,1.8021253994092289e-125
A_PS51267_PS51251,3.767276726656408,164-196,1.0196536818208556e-54
A_PS51267_PS51251,0.14128048282608052,118-132,0.1201268222260402
A_PS51267_PS51291,5.62004373514182,127-233,5.258136621813331e-257
A_PS51267_PS51291,9.048072343895356,23-69,2.0520556376730446e-185
A_PS51267_PS51291,1.7548636905928063,90-109,5.720679980571523e-16
A_PS51267_PS51298,8.209794472057526,161-221,3.209411147580598e-218
A_PS51267_PS51298,8.958403956457742,24-66,3.061952132264046e-160
A_PS51288_PS51245,0.47767513883489787,83-95,0.0020096859661697442
A_PS51288_PS51251,8.845575576678323,51-90,2.1707685035334314e-154
A_PS51288_PS51251,6.765451354992557,195-237,4.5444129054338225e-127
A_PS51288_PS51251,4.833160392758472,158-190,5.4014290019552277e-70
A_PS51288_PS51267,9.13704575545841,26-71,2.912370244991612e-183
A_PS51288_PS51267,8.273258509654255,128-162,1.7536053687936783e-126
A_PS51288_PS51267,8.062661616656726,182-224,2.70715840536082e-151
A_PS51288_PS51267,5.629531317523748,84-123,1.603335925952671e-98
A_PS51288_PS51267,1.2351388999697868,166-177,3.6562164333032495e-07
A_PS51288_PS51291,9.143679369266511,139-173,1.0310214417337164e-139
A_PS51288_PS51291,9.070935295999305,23-64,3.489795034223197e-166
A_PS51288_PS51291,8.809437638235723,177-222,1.021063782765935e-176
A_PS51288_PS51291,4.141213393030412,80-103,6.852562425280064e-44
A_PS51288_PS51298,8.642166830259509,24-63,2.3805433222442773e-143
A_PS51288_PS51298,8.53894001559859,148-180,4.19102747029805e-123
A_PS51288_PS51298,2.2182308770719406,202-226,8.238805732595651e-25
A_PS51291_PS51251,7.819682173093119,42-74,8.52159726982285e-113
A_PS51291_PS51251,6.216288923130862,160-196,1.2915191272681577e-100
A_PS51291_PS51251,2.2545586640645725,202-227,3.485763674879618e-26
A_PS51291_PS51298,9.105642779016273,14-58,1.1120681692233713e-178
A_PS51291_PS51298,8.946692748476629,148-179,4.613416427052758e-125
A_PS51291_PS51298,6.884372170336641,183-221,2.4891498766329196e-117
A_PS51315_PS51237,8.42961004455763,186-238,9.34424618212299e-195
A_PS51315_PS51242,9.131697313752904,185-227,2.941931712346855e-171
A_PS51315_PS51245,1.082958884687847,155-177,1.522542561339569e-11
A_PS51315_PS51250,0.7887548792799821,188-202,7.27313460696324e-06
A_PS51315_PS51251,9.05861058152152,126-193,3.026132431474804e-268
A_PS51315_PS51251,7.693226540650711,40-73,2.5218637694117327e-114
A_PS51315_PS51251,1.1340199081520526,197-218,1.4622817286078707e-11
A_PS51315_PS51251,0.2949977420561023,222-238,0.006637886827914577
A_PS51315_PS51261,8.391615849740889,11-48,3.24763044318534e-139
A_PS51315_PS51261,3.024133015150539,153-170,2.287931099358533e-24
A_PS51315_PS51261,2.2406895615274567,62-93,7.247503081037377e-32
A_PS51315_PS51261,1.1445014266723224,194-207,1.0997420777584863e-07
A_PS51315_PS51261,0.03712981572024354,243-254,0.6404669311997485
A_PS51315_PS51267,8.87559469853146,19-77,3.778450440792033e-228
A_PS51315_PS51267,6.775192761582345,135-162,4.09253832209149e-83
A_PS51315_PS51267,2.795983531291849,84-105,1.931235246763746e-27
A_PS51315_PS51267,2.4265526637649737,188-208,7.40274738683761e-23
A_PS51315_PS51267,1.0829656798761675,166-179,2.602769662078692e-07
A_PS51315_PS51288,7.389731122988914,101-165,2.478767452008796e-209
A_PS51315_PS51288,9.104116934409033,16-57,8.660732340064973e-167
A_PS51315_PS51288,7.321300696226398,65-94,4.092467302583321e-96
A_PS51315_PS51288,5.589132087029781,169-205,1.544609533623731e-90
A_PS51315_PS51291,5.798408430933272,136-222,8.225071318000392e-220
A_PS51315_PS51291,8.803017668312217,18-63,1.3718547064266946e-176
A_PS51315_PS51291,3.4213626534395276,79-103,7.128973092710048e-38
A_PS51315_PS51298,9.148577305194689,125-174,2.1936531214195994e-199
A_PS51315_PS51298,9.139751780624437,15-63,2.7595805693059947e-187
A_PS51315_PS51298,0.05583293404694256,206-222,0.40929179391715687
A_PS51315_PS51317,6.256608062421896,141-235,7.328516847452722e-259
A_PS51315_PS51317,8.254782902418231,9-50,2.6898008045942874e-151
A_PS51315_PS51317,3.771696191785824,75-99,1.120286009251874e-41
A_PS51317_PS51251,9.114943474308124,37-86,1.179009521476956e-198
A_PS51317_PS51251,8.37406684538125,211-258,2.7106343789155705e-175
A_PS51317_PS51251,6.574590842961458,170-200,3.0579878816532356e-89
A_PS51317_PS51251,0.3708592957845278,108-122,0.0038376716525311406
A_PS51317_PS51267,8.88074721870124,22-61,5.316422772648624e-155
A_PS51317_PS51267,5.997949904581591,141-164,3.0406251893532993e-63
A_PS51317_PS51267,2.174380838038723,168-186,1.1425878700500961e-18
A_PS51317_PS51267,0.6840148300382545,190-209,2.2687494741183657e-06
A_PS51317_PS51267,0.31263039971835394,213-226,0.012565182343718832
A_PS51317_PS51288,9.129134754725044,144-176,1.4581963222832937e-131
A_PS51317_PS51288,7.078558367987776,21-47,9.935079478590285e-84
A_PS51317_PS51288,5.514225718091622,187-223,2.46877408873026e-89
A_PS51317_PS51288,4.836981828717059,74-99,2.4124734959332014e-55
A_PS51317_PS51288,0.23549836914243016,53-64,0.05925053735595748
A_PS51317_PS51291,6.301971747127725,143-223,2.0425093538143498e-222
A_PS51317_PS51291,8.885517298121329,4-65,5.575320670412944e-240
A_PS51317_PS51291,3.322432102574655,82-103,1.8025759391042288e-32
A_PS51317_PS51298,8.881243324800934,5-64,1.9482820654790077e-224
A_PS51317_PS51298,9.098255468538495,137-182,1.7345280726202804e-182
A_PS51422_PS51418,2.536798704255892,7-24,1.4759844387565746e-20
A_PS51422_PS51418,1.0768929970977217,143-152,2.10432656428391e-05
A_PS51422_PS51418,0.3063325959614822,86-99,0.013723352386927989
A_PS51422_PS51418,0.19789335073625747,196-211,0.04215956840897838
A_PS51423_PS51418,1.7483397619121668,8-24,1.2359380747133233e-13
A_PS51423_PS51418,0.4365357360901143,218-228,0.008214182077291793
A_PS51423_PS51422,2.7595625440301297,5-32,2.7735883885288557e-34
A_PS51527_PS51528,1.7927760810477795,50-75,5.70937091807501e-21
A_PS51559_PS51591,0.1890269085652072,105-118,0.07090766651462435
A_PS51559_PS51682,0.02713836830926475,177-193,0.6304305620164864
A_PS51559_PS51685,0.7916668190650666,87-99,3.39144748547219e-05
A_PS51685_PS51591,3.475826170870591,67-88,6.170114545430431e-34
C_PS01352_PS50017,1.7565011295706765,17-35,3.206740283145365e-15
C_PS01352_PS50040,0.11241509357282986,14-30,0.1479240088586726
C_PS01352_PS50944,0.6474342494376826,42-54,0.00022115533220310016
C_PS01352_PS50944,0.11807190954194802,58-68,0.2728614818755727
C_PS01352_PS51005,0.17901321224258115,170-183,0.08157887205796534
C_PS01352_PS51065,0.04836999966189914,46-63,0.41867513500069137
C_PS01352_PS51081,1.6173543521363158,19-35,1.14567860504708e-12
C_PS01352_PS51141,0.27927896771671357,52-64,0.026499575093732682
C_PS01352_PS51204,0.24323981083928903,14-25,0.05399424943292168
C_PS01352_PS51214,0.4110148170461194,53-63,0.01087636723112691
C_PS01352_PS51214,0.19728241108497002,25-35,0.11416545513794639
C_PS01352_PS51236,0.26826414955044964,79-92,0.023384120602516927
C_PS01352_PS51388,2.51753580087793,30-51,8.836047891062594e-25
C_PS01352_PS51503,0.11790402912733011,112-127,0.15160687365988992
C_PS01352_PS51697,0.10524734596650198,30-41,0.2828133465976204
C_PS50015_PS51369,0.3008584184033172,132-145,0.014816440685240344
C_PS50017_PS50058,1.0592233694422113,18-33,4.3627684998449394e-08
C_PS50017_PS50824,0.9944974443504098,98-122,4.545893009171759e-08
C_PS50017_PS50913,0.7841397249110891,77-91,7.79447137496441e-06
C_PS50017_PS50944,0.7129769634748122,90-103,4.623943795403246e-05
C_PS50017_PS51035,0.657952675916011,84-99,2.679640517632426e-05
C_PS50017_PS51071,1.7024625446836787,17-35,8.952994397830048e-15
C_PS50017_PS51214,0.21922222733105112,86-97,0.07203042152859081
C_PS50017_PS51223,0.2679746824872318,45-60,0.013737926411154015
C_PS50017_PS51309,0.3471980707207951,78-90,0.010959211764233614
C_PS50017_PS51344,0.45165327342880257,75-90,0.0007270957562550049
C_PS50017_PS51369,0.07164883628585805,87-98,0.42325263369765476
C_PS50033_PS51223,0.7495415013339395,104-120,2.925030872378108e-06
C_PS50040_PS50134,0.5445945515128185,67-88,6.261566695726278e-06
C_PS50040_PS50904,0.19953335107423875,174-196,0.010160302387682816
C_PS50040_PS51042,0.67601991415565,73-92,1.3432771664642428e-06
C_PS50040_PS51159,0.04524899478559963,170-181,0.5810096357923638
C_PS50040_PS51223,0.12691631558177185,17-31,0.1490095719646498
C_PS50040_PS51236,0.3462816020666928,7-22,0.003924541958350141
C_PS50040_PS51279,0.7595811501431156,19-40,5.5283834040782e-08
C_PS50040_PS51309,0.17979303981471695,138-154,0.04705295182612342
C_PS50040_PS51413,0.16169657309514474,76-95,0.03940228529682281
C_PS50040_PS51445,0.23159059185017394,81-101,0.00772415823210329
C_PS50040_PS51647,0.2423349791986329,26-44,0.01000805905781762
C_PS50040_PS51766,0.25508174620039537,89-105,0.013083679235270124
C_PS50040_PS51822,0.908517826708116,68-89,2.08730476864714e-09
C_PS50040_PS51838,0.13286321763275133,86-103,0.09148887329854571
C_PS50058_PS50033,0.2545291370000893,36-47,0.0471533772822094
C_PS50058_PS50944,0.036373911899025835,30-38,0.7208204462121396
C_PS50058_PS50944,0.47849169140447056,15-25,0.005177626121528951
C_PS50058_PS50944,0.6442336465251302,46-57,0.0004390910521531018
C_PS50058_PS50960,1.7478908555016592,54-67,2.3583543014863212e-11
C_PS50058_PS50960,1.394810909139303,25-38,3.306575656440988e-09
C_PS50058_PS50967,0.7662156726279798,62-76,1.0198855096454285e-05
C_PS50058_PS50982,0.43874816144406115,48-59,0.005169507080197502
C_PS50058_PS51042,2.0710735133475686,46-63,6.453504655230283e-17
C_PS50058_PS51044,0.7643223110161701,37-50,2.2533389877583904e-05
C_PS50058_PS51141,0.20335637041622778,14-25,0.08713675961104717
C_PS50058_PS51204,1.4216403544622267,39-54,1.3226076212219567e-10
C_PS50058_PS51262,0.19906809742757314,15-24,0.1366023710646011
C_PS50058_PS51301,0.19366988571909083,54-67,0.06644515555665759
C_PS50058_PS51309,0.6465155008753536,69-82,0.00011724825748834744
C_PS50058_PS51413,1.0376356116337107,85-104,9.70982925079215e-10
C_PS50058_PS51461,0.24272177709640008,135-154,0.007793731346522845
C_PS50058_PS51514,1.1828448698804443,14-26,2.0982682098082476e-07
C_PS50058_PS51688,0.4641473648572356,13-29,0.00037428043977310384
C_PS50058_PS51724,0.29644482231941005,17-30,0.015760830291461803
C_PS50078_PS50930,0.1570252568144026,15-31,0.09485756272850997
C_PS50085_PS51236,0.37704563933894963,151-165,0.0034975778599046553
C_PS50085_PS51399,0.258683527321959,15-36,0.003376088118684145
C_PS50085_PS51461,0.5989188373606504,42-66,3.142833296956072e-07
C_PS50093_PS51223,0.039335956417558826,108-122,0.5543054744562411
C_PS50123_PS51693,0.20702157201164262,254-272,0.01957680428905386
C_PS50145_PS50891,0.14261753769766727,69-85,0.11774157889421547
C_PS50145_PS51214,0.19631192323496993,69-80,0.0948230193717982
C_PS50166_PS51044,1.1738188559985758,35-50,6.973826996145447e-09
C_PS50166_PS51388,0.052808111301198224,76-88,0.5033319194345881
C_PS50166_PS51401,0.9144644594814197,39-52,2.753872561372631e-06
C_PS50166_PS51867,0.6281218177202073,50-63,0.00015168486466411637
C_PS50168_PS50017,2.6144235023604327,78-97,1.956167284354683e-23
C_PS50168_PS50209,0.3726518901419329,45-59,0.0037358558174160152
C_PS50168_PS50824,1.1873191572471802,27-43,1.7140177289685435e-09
C_PS50168_PS50913,2.527729145795676,12-29,1.737725780382927e-20
C_PS50168_PS50944,0.3021816855327826,76-87,0.026617663921240875
C_PS50168_PS50967,0.48890466012350053,37-52,0.00040062907370123956
C_PS50168_PS51071,2.238909135989219,51-68,3.1461114378578388e-18
C_PS50168_PS51071,1.0424223098125731,7-20,4.591392309976009e-07
C_PS50168_PS51141,0.09219983616912941,60-70,0.3626931213991043
C_PS50168_PS51214,0.36060636705283056,67-78,0.013203459444021943
C_PS50168_PS51223,0.40974329851729685,62-77,0.0014217130285837138
C_PS50168_PS51262,0.5673522248571645,59-70,0.0011046500419560027
C_PS50168_PS51441,3.1953808727897153,63-83,7.203409540585048e-30
C_PS50168_PS51445,0.20342573025386024,85-105,0.01395468010849569
C_PS50168_PS51523,0.4658622807044539,2-13,0.0037337306591523137
C_PS50168_PS51688,0.7479005257474904,5-24,3.190204865863599e-07
C_PS50168_PS51766,2.2739821243055576,59-75,1.626207257604829e-17
C_PS50168_PS51766,1.2638092137639143,13-26,2.0695925481451825e-08
C_PS50168_PS51776,0.34090190999268,12-24,0.011893956917546722
C_PS50168_PS51781,0.042644865708911794,66-79,0.5504450644347486
C_PS50168_PS51822,0.27327136415158293,9-29,0.0032189545463741955
C_PS50179_PS51223,1.1890346943476189,77-97,1.4314779494561675e-11
C_PS50180_PS51223,0.5620055274686555,7-25,2.3044002400947196e-05
C_PS50180_PS51711,1.605033459158443,87-112,7.525120537411777e-19
C_PS50190_PS50838,0.3859684884484347,138-166,1.376906477637754e-05
C_PS50190_PS51071,1.551556927109381,141-169,2.8764329679401347e-20
C_PS50190_PS51139,0.1604767896577819,153-172,0.04037535143698302
C_PS50190_PS51550,0.36840865056205363,171-188,0.0013183745402174983
C_PS50190_PS51693,0.4755013085804727,216-240,6.8755926498540885e-06
C_PS50196_PS51141,0.018962375848841972,147-160,0.7668429465473356
C_PS50196_PS51353,0.20695437106743952,50-67,0.024108792301885285
C_PS50196_PS51413,0.8495954732875841,147-171,5.965328335764882e-10
C_PS50197_PS50930,0.3176318010573862,263-282,0.0017421487372714052
C_PS50202_PS51159,0.5134000504344556,41-59,5.8027068485905544e-05
C_PS50202_PS51214,0.12429338750560959,145-162,0.10674836158928035
C_PS50209_PS50944,0.8039770280058249,45-61,1.1593982051826597e-06
C_PS50209_PS51071,0.3455475050441592,12-25,0.007925538035422498
C_PS50209_PS51223,0.06581707301845441,87-101,0.37259766214273093
C_PS50209_PS51309,1.6576743094216582,76-95,3.9959853974087754e-15
C_PS50209_PS51325,2.168496793543529,31-52,1.6707442660923562e-20
C_PS50209_PS51369,0.15917461449973036,65-77,0.12627793240870672
C_PS50209_PS51693,0.029541901665734116,75-89,0.6420246855711382
C_PS50228_PS50891,0.778721613889183,79-95,1.7811213214718909e-06
C_PS50228_PS51044,0.4249402141166225,6-19,0.0026080225261366015
C_PS50229_PS01352,0.479327681556021,70-88,0.00011086182525932082
C_PS50229_PS50196,1.0975314118528878,197-219,1.0889495874008452e-11
C_PS50229_PS50196,0.4537245368675995,51-68,0.00028385651861367157
C_PS50229_PS50844,0.8584337609406667,71-89,8.251865418162415e-08
C_PS50229_PS50891,0.42898531876350265,120-139,0.00018788013556212486
C_PS50229_PS51071,0.15309078119800734,121-134,0.11727063017983837
C_PS50229_PS51309,0.34492782421614,128-144,0.0028405061760851647
C_PS50229_PS51363,0.4597772205465045,184-205,4.046396018399252e-05
C_PS50229_PS51724,0.186065033972735,124-138,0.06136132614702887
C_PS50244_PS51309,0.1369285399928133,68-82,0.12823021191549835
C_PS50309_PS51223,0.955441353302521,68-82,5.968378911509804e-07
C_PS50309_PS51223,0.18569188413238003,30-44,0.061705743678774475
C_PS50309_PS51401,0.01735727178239621,40-51,0.8119737544987073
C_PS50309_PS51514,0.31717142393842934,70-83,0.011791221852695016
C_PS50309_PS51523,0.046712078288261516,59-70,0.5708978742879427
C_PS50309_PS51693,0.5649196492277957,115-132,3.8357760679481005e-05
C_PS50808_PS51074,0.6779956168942816,72-82,0.0005768364469264916
C_PS50808_PS51141,0.00924683491559719,49-57,0.9201472989133552
C_PS50808_PS51433,0.1980390381396573,60-72,0.07619133811246713
C_PS50808_PS51441,0.23460250670513716,48-57,0.09574900266074768
C_PS50812_PS50960,0.08312858367373543,92-102,0.4007512291347499
C_PS50812_PS51236,0.24052836034699698,81-96,0.043854906021810434
C_PS50820_PS51035,0.6574044960150411,63-78,2.703246690916019e-05
C_PS50821_PS51388,0.39395677015328445,96-118,0.00025529465420107367
C_PS50822_PS51344,0.3063284111507878,218-243,0.0003475720105161745
C_PS50824_PS50309,0.3657458432478302,41-55,0.004143611001533129
C_PS50824_PS50894,0.8960285603470091,22-41,1.6489018765933796e-08
C_PS50824_PS51042,1.4312884351950945,27-44,6.474227415627611e-12
C_PS50824_PS51766,0.29313064225542806,29-41,0.022132717190796278
C_PS50825_PS50093,0.04005681904821845,83-96,0.570754866747311
C_PS50825_PS50882,0.2972432217645382,22-39,0.004746356576610332
C_PS50825_PS50894,0.22352924123495566,22-39,0.01788976813336857
C_PS50825_PS50918,0.0016656588115928628,104-117,0.9769505685453199
C_PS50825_PS50944,0.24739850320673806,45-56,0.05136583385760312
C_PS50825_PS50960,0.026104078695215804,59-69,0.7504030133443685
C_PS50825_PS51061,0.008916532796298782,66-77,0.8985271164230137
C_PS50825_PS51071,1.015232285036582,40-57,1.157774483099902e-08
C_PS50825_PS51109,0.17737797745139883,39-52,0.08346802251895288
C_PS50825_PS51236,0.4134232863085634,38-55,0.0005863350620463031
C_PS50825_PS51369,0.6687774149759047,42-55,8.585216009542984e-05
C_PS50825_PS51523,0.13479568343877357,56-67,0.19838450216596168
C_PS50825_PS51690,0.21950086006460356,112-127,0.029836769774420575
C_PS50825_PS51780,0.07938201064569395,27-38,0.38574292540622485
C_PS50826_PS51309,0.9448820847735595,162-185,1.4171968840991062e-10
C_PS50827_PS50168,0.8732623168795062,64-76,1.1741157904392647e-05
C_PS50827_PS50913,0.8113615752504213,57-68,5.9096497279140715e-05
C_PS50827_PS50913,0.720200145607083,7-18,0.00017646257437348202
C_PS50827_PS50960,0.6939937361979318,11-22,0.00024167303645622262
C_PS50827_PS51035,0.10125492381385026,77-87,0.32830764702410936
C_PS50827_PS51074,0.08117227458205711,4-13,0.4440923486063981
C_PS50827_PS51109,2.2994003677317716,13-31,1.0623779875583994e-19
C_PS50827_PS51236,0.2856984882662825,62-82,0.002479574630212918
C_PS50827_PS51309,0.572727476678172,19-31,0.0005840889957191063
C_PS50827_PS51311,0.2481394566139361,8-18,0.06524968745494747
C_PS50827_PS51413,0.11685874723396328,111-126,0.15416374599979582
C_PS50827_PS51441,0.5515647460161572,54-64,0.002317625274333874
C_PS50827_PS51514,0.07983573462401328,23-33,0.41553306839408094
C_PS50827_PS51523,0.5873504226088002,12-22,0.0015634589310992255
C_PS50827_PS51697,1.0689181453867134,30-46,1.282834743237358e-08
C_PS50827_PS51766,0.3533542326585186,67-78,0.014403978988803799
C_PS50827_PS51776,0.4080959039974461,41-54,0.0033016179064797235
C_PS50829_PS50058,0.516873756991445,34-44,0.003394457492017619
C_PS50829_PS50078,0.2593914996459823,30-41,0.04448078433556643
C_PS50829_PS50894,0.28496185369690075,52-67,0.010468446314409203
C_PS50829_PS50944,3.1114227121071716,40-58,2.1173829907438168e-26
C_PS50829_PS50960,0.38318031618824744,24-32,0.03178938513537593
C_PS50829_PS51042,0.2935145178764893,65-77,0.022022541591423632
C_PS50829_PS51044,0.45350053462521966,15-26,0.004330785193127927
C_PS50829_PS51058,0.1819171289515804,7-18,0.1621600790242502
C_PS50829_PS51071,0.07493013076633392,46-57,0.4069106832096079
C_PS50829_PS51369,1.4723570571977058,39-52,1.1165761968924813e-09
C_PS50829_PS51514,0.15686361040703733,67-76,0.2083291279265023
C_PS50829_PS51867,0.1695536732994034,19-30,0.13072700263280612
C_PS50837_PS51711,0.6317867523018412,4-21,1.1511528558096663e-05
C_PS50837_PS51719,1.912409068347419,6-24,1.657962086268815e-16
C_PS50838_PS50944,1.4218962446081198,97-121,1.511747889817109e-15
C_PS50838_PS51693,0.40765870124475256,117-137,0.0001914597936648683
C_PS50841_PS50168,0.37110141959251397,17-30,0.005541888929713215
C_PS50841_PS50244,0.260598198554125,91-104,0.026033404431683574
C_PS50841_PS50903,0.013052257591017025,64-74,0.866255972794276
C_PS50841_PS50925,0.16069537068332806,29-41,0.12380595490444286
C_PS50841_PS50960,0.28831799367740185,27-38,0.03143554801170669
C_PS50841_PS51037,0.4414985875618802,122-139,0.0003537307327856122
C_PS50841_PS51044,3.242954958613787,73-95,4.044443730114451e-33
C_PS50841_PS51071,0.04395119469457498,79-90,0.5901288734638489
C_PS50841_PS51089,0.3033321698867617,47-57,0.0355557330411614
C_PS50841_PS51223,0.09702436126072111,60-70,0.3439469069204612
C_PS50841_PS51230,0.681096567964711,50-61,0.0002821254252332388
C_PS50841_PS51230,1.2430572230672645,93-107,7.983744132295447e-09
C_PS50841_PS51301,0.18821926786983578,49-63,0.059410219732268864
C_PS50841_PS51325,0.15722442889886779,45-55,0.17737862303035268
C_PS50841_PS51353,2.8257400714927945,20-48,4.3481751572051136e-35
C_PS50841_PS51401,0.8377669629296571,70-83,8.05886781419648e-06
C_PS50841_PS51641,1.129657739373756,45-58,1.353761886508766e-07
C_PS50841_PS51641,0.35564847418853773,71-82,0.01401283350597246
C_PS50841_PS51690,1.3993667946639867,116-132,4.660862485078408e-11
C_PS50841_PS51792,0.09333046020926172,43-55,0.2972160443049277
