Alignment name,Segment Probability,Segment Position in Alignment
A_BBS30011,1.0,2-13
A_BBS30011,1.0,115-128
A_BBS30011,1.0,149-172
A_BBS30011,1.0,178-188
A_BBS30011,1.0,91-104
A_BBS30011,0.9,236-249
A_BBS30011,0.9,324-339
A_BBS30011,0.9333333333333333,45-57
A_BBS30011,0.8,69-86
A_BBS30011,0.7,26-36
A_BBS30011,0.7333333333333333,221-225
A_BBS30011,0.8,140-145
A_BBS30011,0.7,253-258
A_BBS30011,0.6666666666666666,133-136
A_BBS30011,0.6333333333333333,262-264
A_BBS30011,0.7,312-316
A_BBS30011,0.6666666666666666,199-201
A_BBS30011,0.8333333333333334,193-195
A_BBS30011,0.9,20-22
A_BBS30011,0.03333333333333333,232-232
A_BBS30011,0.8,277-279
A_BBS30011,0.7666666666666667,208-209
A_BBS30011,0.6333333333333333,63-64
A_BBS30012,1.0,4-30
A_BBS30012,1.0,209-233
A_BBS30012,1.0,373-385
A_BBS30012,1.0,151-165
A_BBS30012,1.0,322-332
A_BBS30012,1.0,393-408
A_BBS30012,0.7,254-287
A_BBS30012,0.7333333333333333,356-365
A_BBS30012,0.5666666666666667,41-44
A_BBS30012,0.8333333333333334,75-82
A_BBS30012,0.8,170-178
A_BBS30012,0.9333333333333333,104-111
A_BBS30012,0.7666666666666667,292-302
A_BBS30012,0.7666666666666667,95-99
A_BBS30012,0.9333333333333333,185-189
A_BBS30012,0.7666666666666667,59-64
A_BBS30012,0.5333333333333333,244-245
A_BBS30012,0.8666666666666667,340-341
A_BBS30012,0.7666666666666667,249-250
A_BBS30012,0.7333333333333333,87-91
A_BBS30012,0.4666666666666667,123-123
A_BBS30012,0.1,194-194
A_BBS30013,1.0,64-99
A_BBS30013,1.0,28-40
A_BBS30013,0.9666666666666667,188-195
A_BBS30013,0.9333333333333333,364-370
A_BBS30013,0.9,165-177
A_BBS30013,0.8666666666666667,55-60
A_BBS30013,0.7333333333333333,465-472
A_BBS30013,0.8,327-329
A_BBS30013,0.7666666666666667,13-19
A_BBS30013,0.6333333333333333,495-502
A_BBS30013,0.7333333333333333,282-294
A_BBS30013,0.6333333333333333,456-459
A_BBS30013,0.8,221-226
A_BBS30013,0.7333333333333333,379-382
A_BBS30013,0.6,484-487
A_BBS30013,0.6666666666666666,438-441
A_BBS30013,0.6666666666666666,248-250
A_BBS30013,0.4666666666666667,319-323
A_BBS30013,0.8333333333333334,353-360
A_BBS30013,0.7333333333333333,260-261
A_BBS30013,0.7666666666666667,265-267
A_BBS30013,0.03333333333333333,199-199
A_BBS30013,0.26666666666666666,119-119
A_BBS30013,0.7333333333333333,312-313
A_BBS30013,0.4,160-160
A_BBS30013,0.1,155-155
A_BBS30013,0.06666666666666667,131-131
A_BBS30013,0.06666666666666667,23-23
A_BBS30013,0.8666666666666667,235-237
A_BBS30013,0.16666666666666666,184-184
A_BBS30013,0.06666666666666667,278-278
A_BBS30013,0.3333333333333333,480-480
A_BBS30013,0.3333333333333333,428-428
A_BBS30013,0.3333333333333333,231-231
A_BBS30013,0.3333333333333333,403-403
A_BBS30013,0.3333333333333333,307-307
A_BBS30013,0.3333333333333333,397-397
A_BBS30013,0.3333333333333333,127-127
A_BBS30014_A,1.0,66-81
A_BBS30014_A,0.9333333333333333,169-181
A_BBS30014_A,0.9333333333333333,53-60
A_BBS30014_A,0.8666666666666667,98-108
A_BBS30014_A,0.5666666666666667,212-227
A_BBS30014_A,0.7333333333333333,24-29
A_BBS30014_A,0.5333333333333333,157-159
A_BBS30014_A,0.6666666666666666,201-207
A_BBS30014_A,0.7333333333333333,140-144
A_BBS30014_A,0.6333333333333333,91-93
A_BBS30014_A,0.6666666666666666,33-37
A_BBS30014_A,0.6333333333333333,4-6
A_BBS30014_A,0.9666666666666667,15-17
A_BBS30014_A,0.0,123-123
A_BBS30014_A,0.0,153-153
A_BBS30014_A,0.3,148-148
A_BBS30014_A,0.3,188-188
A_BBS30014_A,0.3,44-44
A_BBS30014_B,1.0,70-86
A_BBS30014_B,0.9,52-63
A_BBS30014_B,1.0,208-235
A_BBS30014_B,0.8,176-186
A_BBS30014_B,0.7333333333333333,25-29
A_BBS30014_B,0.7,104-109
A_BBS30014_B,0.8,163-170
A_BBS30014_B,0.9666666666666667,150-158
A_BBS30014_B,0.5666666666666667,33-37
A_BBS30014_B,0.7666666666666667,96-98
A_BBS30014_B,0.8,117-119
A_BBS30014_B,0.7,4-6
A_BBS30014_B,0.6333333333333333,125-129
A_BBS30014_B,0.8333333333333334,43-44
A_BBS30014_B,0.7666666666666667,145-146
A_BBS30014_B,0.9,15-17
A_BBS30014_B,0.0,113-113
A_BBS30015,1.0,5-31
A_BBS30015,0.9666666666666667,107-116
A_BBS30015,1.0,86-100
A_BBS30015,0.9333333333333333,49-62
A_BBS30015,0.7333333333333333,122-124
A_BBS30015,0.6333333333333333,70-71
A_BBS30015,0.4,128-128
A_BBS30016,0.9,29-36
A_BBS30016,0.9666666666666667,9-21
A_BBS30016,0.9666666666666667,42-45
A_BBS30016,0.7333333333333333,4-5
A_BBS30016,0.7666666666666667,59-59
A_BBS30016,0.7666666666666667,49-49
A_BBS30016,0.7666666666666667,53-53
A_BBS30019,1.0,247-272
A_BBS30019,0.9,2-14
A_BBS30019,0.8,128-145
A_BBS30019,0.8666666666666667,172-178
A_BBS30019,0.7666666666666667,62-68
A_BBS30019,0.6666666666666666,149-151
A_BBS30019,0.8,232-236
A_BBS30019,0.6333333333333333,32-39
A_BBS30019,0.03333333333333333,242-242
A_BBS30019,0.6666666666666666,221-224
A_BBS30019,0.7666666666666667,50-54
A_BBS30019,0.6333333333333333,214-217
A_BBS30019,0.6,101-106
A_BBS30019,0.1,43-43
A_BBS30019,0.3,92-92
A_BBS30019,0.3,18-18
A_BBS30019,0.3,195-195
A_BBS30019,0.3,184-184
A_BBS30019,0.3,156-156
A_BBS30019,0.3,285-285
A_BBS30020_A,0.8666666666666667,65-75
A_BBS30020_A,0.9333333333333333,98-106
A_BBS30020_A,0.8666666666666667,17-25
A_BBS30020_A,0.7333333333333333,42-45
A_BBS30020_A,0.9,56-60
A_BBS30020_A,0.03333333333333333,30-30
A_BBS30020_A,0.5333333333333333,34-34
A_BBS30020_B,0.9,30-38
A_BBS30020_B,1.0,55-69
A_BBS30020_B,0.9666666666666667,9-22
A_BBS30020_B,0.0,80-80
A_BBS30020_B,0.03333333333333333,76-76
A_BBS30020_B,0.6666666666666666,87-88
A_BBS30020_B,0.7,4-4
A_BBS30021_A,1.0,2-23
A_BBS30021_A,0.8,179-189
A_BBS30021_A,0.8333333333333334,220-234
A_BBS30021_A,0.6666666666666666,275-285
A_BBS30021_A,0.6,54-63
A_BBS30021_A,0.7333333333333333,119-126
A_BBS30021_A,0.9,102-111
A_BBS30021_A,0.7666666666666667,260-262
A_BBS30021_A,0.7,172-173
A_BBS30021_A,0.7333333333333333,166-168
A_BBS30021_A,0.7,153-154
A_BBS30021_A,0.36666666666666664,27-27
A_BBS30021_A,0.43333333333333335,43-43
A_BBS30021_A,0.43333333333333335,256-256
A_BBS30021_A,0.43333333333333335,147-147
A_BBS30021_A,0.43333333333333335,162-162
A_BBS30021_A,0.43333333333333335,241-241
A_BBS30021_B,1.0,1-23
A_BBS30021_B,0.7666666666666667,118-124
A_BBS30021_B,0.7,96-106
A_BBS30021_B,0.6,183-189
A_BBS30021_B,0.6,241-261
A_BBS30021_B,0.9,219-230
A_BBS30021_B,0.9333333333333333,277-287
A_BBS30021_B,0.8333333333333334,55-58
A_BBS30021_B,0.7666666666666667,39-45
A_BBS30021_B,0.8666666666666667,151-154
A_BBS30021_B,0.9666666666666667,174-179
A_BBS30021_B,0.6333333333333333,169-170
A_BBS30021_B,0.8666666666666667,234-237
A_BBS30021_B,0.0,63-63
A_BBS30021_B,0.3,27-27
A_BBS30021_B,0.3,147-147
A_BBS30021_B,0.3,86-86
A_BBS30021_C,1.0,5-23
A_BBS30021_C,0.8,220-230
A_BBS30021_C,0.7,183-189
A_BBS30021_C,0.5333333333333333,74-83
A_BBS30021_C,0.7333333333333333,102-106
A_BBS30021_C,0.6333333333333333,260-261
A_BBS30021_C,0.06666666666666667,58-58
A_BBS30021_C,0.7,41-43
A_BBS30021_C,0.6666666666666666,281-285
A_BBS30021_C,0.7333333333333333,275-277
A_BBS30021_C,0.03333333333333333,124-124
A_BBS30021_C,0.7333333333333333,27-28
A_BBS30021_C,0.8333333333333334,147-149
A_BBS30021_C,0.8,177-179
A_BBS30021_C,0.8,169-170
A_BBS30021_C,0.8,234-235
A_BBS30021_C,0.3,154-154
A_BBS30021_C,0.3,241-241
A_BBS30021_C,0.3,110-110
A_BBS30021_C,0.3,63-63
A_BBS30022,1.0,1-19
A_BBS30022,0.8,23-28
A_BBS30022,0.9,33-39
A_BBS30022,0.6333333333333333,100-102
A_BBS30022,0.9666666666666667,72-78
A_BBS30022,0.06666666666666667,88-88
A_BBS30022,0.9666666666666667,107-112
A_BBS30022,0.8333333333333334,64-66
A_BBS30023_A,1.0,1-28
A_BBS30023_A,1.0,213-221
A_BBS30023_A,0.7,137-143
A_BBS30023_A,0.6666666666666666,69-81
A_BBS30023_A,0.7333333333333333,102-111
A_BBS30023_A,0.7666666666666667,169-174
A_BBS30023_A,0.6666666666666666,149-151
A_BBS30023_A,0.9,86-95
A_BBS30023_A,0.8,36-40
A_BBS30023_A,0.8333333333333334,127-132
A_BBS30023_A,0.9,239-242
A_BBS30023_A,0.9,53-56
A_BBS30023_A,0.8333333333333334,225-228
A_BBS30023_A,0.3,311-311
A_BBS30023_A,0.3,44-44
A_BBS30023_A,0.3,331-331
A_BBS30023_A,0.3,254-254
A_BBS30023_A,0.3,305-305
A_BBS30023_B,0.9666666666666667,5-23
A_BBS30023_B,0.7666666666666667,213-220
A_BBS30023_B,0.8,137-145
A_BBS30023_B,0.7,102-111
A_BBS30023_B,0.8333333333333334,168-174
A_BBS30023_B,0.9,76-81
A_BBS30023_B,0.9333333333333333,330-335
A_BBS30023_B,0.9666666666666667,27-40
A_BBS30023_B,0.6666666666666666,89-95
A_BBS30023_B,0.7,237-244
A_BBS30023_B,0.7333333333333333,149-153
A_BBS30023_B,1.0,225-231
A_BBS30023_B,0.8,126-132
A_BBS30023_B,0.0,305-305
A_BBS30023_B,0.8,318-322
A_BBS30023_B,0.6,50-52
A_BBS30023_B,0.0,311-311
A_BBS30023_B,0.3,1-1
A_BBS30023_B,0.3,282-282
A_BBS30023_B,0.3,56-56
A_BBS30023_C,1.0,1-23
A_BBS30023_C,0.6666666666666666,213-221
A_BBS30023_C,0.7,137-145
A_BBS30023_C,0.8,102-109
A_BBS30023_C,0.6666666666666666,27-43
A_BBS30023_C,0.7666666666666667,168-174
A_BBS30023_C,0.6666666666666666,78-81
A_BBS30023_C,0.8333333333333334,330-335
A_BBS30023_C,0.7666666666666667,89-95
A_BBS30023_C,0.7333333333333333,127-132
A_BBS30023_C,0.8333333333333334,149-153
A_BBS30023_C,0.1,305-305
A_BBS30023_C,0.6333333333333333,239-242
A_BBS30023_C,0.9333333333333333,53-59
A_BBS30023_C,0.7,318-320
A_BBS30023_C,0.7666666666666667,227-228
A_BBS30023_C,0.0,311-311
A_BBS30023_C,0.3,178-178
A_BBS30023_C,0.3,254-254
A_BBS30023_C,0.3,71-71
A_BBS30024_A,1.0,144-158
A_BBS30024_A,0.9333333333333333,98-114
A_BBS30024_A,0.9666666666666667,269-279
A_BBS30024_A,0.6333333333333333,240-248
A_BBS30024_A,0.7666666666666667,181-193
A_BBS30024_A,0.6333333333333333,20-25
A_BBS30024_A,0.7333333333333333,86-90
A_BBS30024_A,0.7333333333333333,198-202
A_BBS30024_A,0.5666666666666667,67-69
A_BBS30024_A,0.7,45-51
A_BBS30024_A,0.6666666666666666,214-221
A_BBS30024_A,0.7666666666666667,139-140
A_BBS30024_A,0.9666666666666667,287-288
A_BBS30024_A,0.43333333333333335,283-283
A_BBS30024_A,0.43333333333333335,1-1
A_BBS30024_A,0.43333333333333335,59-59
A_BBS30024_A,0.43333333333333335,162-162
A_BBS30024_A,0.43333333333333335,94-94
A_BBS30024_B,1.0,142-162
A_BBS30024_B,1.0,97-117
A_BBS30024_B,1.0,272-279
A_BBS30024_B,0.7,44-54
A_BBS30024_B,0.8333333333333334,179-192
A_BBS30024_B,0.5333333333333333,20-25
A_BBS30024_B,0.7666666666666667,197-206
A_BBS30024_B,0.7666666666666667,67-68
A_BBS30024_B,0.5333333333333333,240-243
A_BBS30024_B,0.26666666666666666,85-85
A_BBS30024_B,0.7333333333333333,93-93
A_BBS30024_B,0.5666666666666667,212-214
A_BBS30024_B,0.7333333333333333,220-221
A_BBS30024_B,0.23333333333333334,266-266
A_BBS30024_B,0.1,287-287
A_BBS30024_B,0.36666666666666664,249-249
A_BBS30024_B,0.36666666666666664,283-283
A_BBS30024_B,0.36666666666666664,63-63
A_BBS30024_B,0.36666666666666664,89-89
A_BBS30024_B,0.36666666666666664,234-234
A_BBS30024_B,0.36666666666666664,30-30
A_BBS30024_C,0.9333333333333333,141-153
A_BBS30024_C,0.9,269-274
A_BBS30024_C,0.9666666666666667,18-25
A_BBS30024_C,0.7333333333333333,110-116
A_BBS30024_C,0.5666666666666667,96-106
A_BBS30024_C,0.9333333333333333,182-192
A_BBS30024_C,0.8,45-51
A_BBS30024_C,0.8666666666666667,196-202
A_BBS30024_C,0.9,65-68
A_BBS30024_C,0.6666666666666666,239-242
A_BBS30024_C,0.6,278-283
A_BBS30024_C,0.7,221-223
A_BBS30024_C,0.8666666666666667,214-217
A_BBS30024_C,0.7666666666666667,60-61
A_BBS30024_C,0.9,162-164
A_BBS30024_C,0.9,287-290
A_BBS30024_C,0.0,158-158
A_BBS30025_A,0.9333333333333333,4-14
A_BBS30025_A,0.7333333333333333,82-89
A_BBS30025_A,0.7,97-100
A_BBS30025_A,1.0,36-40
A_BBS30025_A,0.03333333333333333,78-78
A_BBS30025_A,0.7333333333333333,110-112
A_BBS30025_A,0.06666666666666667,66-66
A_BBS30025_A,0.0,23-23
A_BBS30025_A,0.5333333333333333,105-105
A_BBS30025_A,0.5333333333333333,44-44
A_BBS30025_B,1.0,3-14
A_BBS30025_B,0.9666666666666667,59-76
A_BBS30025_B,0.7,85-88
A_BBS30025_B,0.8666666666666667,40-46
A_BBS30025_B,0.9333333333333333,92-101
A_BBS30025_B,0.7333333333333333,22-23
A_BBS30025_C,1.0,2-15
A_BBS30025_C,0.8666666666666667,76-86
A_BBS30025_C,0.9333333333333333,38-47
A_BBS30025_C,0.8333333333333334,100-103
A_BBS30025_C,0.8,23-27
A_BBS30025_C,0.16666666666666666,95-95
A_BBS30025_C,0.0,19-19
A_BBS30025_C,0.7333333333333333,114-116
A_BBS30025_C,0.5333333333333333,109-109
A_BBS30026_A,0.9666666666666667,3-23
A_BBS30026_A,0.9333333333333333,175-190
A_BBS30026_A,1.0,327-338
A_BBS30026_A,0.8666666666666667,114-131
A_BBS30026_A,0.9,277-293
A_BBS30026_A,0.7333333333333333,231-246
A_BBS30026_A,0.6333333333333333,302-317
A_BBS30026_A,0.7,199-207
A_BBS30026_A,0.6666666666666666,366-370
A_BBS30026_A,0.8,151-154
A_BBS30026_A,0.8,140-143
A_BBS30026_A,0.16666666666666666,362-362
A_BBS30026_A,0.6666666666666666,41-44
A_BBS30026_A,0.6666666666666666,48-50
A_BBS30026_A,0.7666666666666667,159-161
A_BBS30026_A,0.7666666666666667,79-81
A_BBS30026_A,0.7333333333333333,66-69
A_BBS30026_A,0.16666666666666666,211-211
A_BBS30026_A,0.3333333333333333,31-31
A_BBS30026_A,0.3333333333333333,27-27
A_BBS30026_A,0.3333333333333333,257-257
A_BBS30026_A,0.3333333333333333,195-195
A_BBS30026_A,0.3333333333333333,166-166
A_BBS30026_A,0.3333333333333333,216-216
A_BBS30026_A,0.3333333333333333,273-273
A_BBS30026_A,0.3333333333333333,357-357
A_BBS30026_A,0.3333333333333333,85-85
A_BBS30026_A,0.3333333333333333,95-95
A_BBS30026_B,1.0,217-233
A_BBS30026_B,1.0,368-381
A_BBS30026_B,1.0,4-16
A_BBS30026_B,0.9666666666666667,314-331
A_BBS30026_B,0.9666666666666667,160-175
A_BBS30026_B,0.8333333333333334,272-288
A_BBS30026_B,0.6333333333333333,339-359
A_BBS30026_B,0.9,402-418
A_BBS30026_B,0.8333333333333334,239-252
A_BBS30026_B,0.6333333333333333,21-23
A_BBS30026_B,0.6666666666666666,199-203
A_BBS30026_B,0.7333333333333333,27-31
A_BBS30026_B,0.7,121-123
A_BBS30026_B,0.6333333333333333,261-264
A_BBS30026_B,0.1,127-127
A_BBS30026_B,0.4666666666666667,187-188
A_BBS30026_B,0.4666666666666667,140-140
A_BBS30026_B,0.3333333333333333,208-208
A_BBS30026_B,0.3333333333333333,293-293
A_BBS30026_B,0.3333333333333333,305-305
A_BBS30026_B,0.3333333333333333,397-397
A_BBS30026_B,0.3333333333333333,103-103
A_BBS30026_C,1.0,1-31
A_BBS30026_C,1.0,372-386
A_BBS30026_C,1.0,214-232
A_BBS30026_C,1.0,162-175
A_BBS30026_C,0.9333333333333333,322-337
A_BBS30026_C,0.9,347-364
A_BBS30026_C,0.8333333333333334,236-253
A_BBS30026_C,0.8,393-405
A_BBS30026_C,0.7666666666666667,277-288
A_BBS30026_C,0.6333333333333333,46-47
A_BBS30026_C,0.9,117-124
A_BBS30026_C,0.8,186-189
A_BBS30026_C,0.5333333333333333,260-265
A_BBS30026_C,0.6666666666666666,207-208
A_BBS30026_C,0.6333333333333333,55-57
A_BBS30026_C,0.6666666666666666,131-132
A_BBS30026_C,0.7666666666666667,269-272
A_BBS30026_C,0.5666666666666667,301-304
A_BBS30026_C,0.06666666666666667,144-144
A_BBS30026_C,0.3333333333333333,51-51
A_BBS30026_C,0.3333333333333333,343-343
A_BBS30026_C,0.3333333333333333,201-201
A_BBS30027,1.0,2-21
A_BBS30027,0.8,104-115
A_BBS30027,0.9,52-61
A_BBS30027,0.06666666666666667,94-94
A_BBS30027,0.8,65-67
A_BBS30027,0.43333333333333335,77-77
A_BBS30027,0.0,72-72
A_BBS30029,1.0,1-21
A_BBS30029,0.9666666666666667,93-118
A_BBS30029,1.0,356-375
A_BBS30029,0.9666666666666667,52-68
A_BBS30029,0.9333333333333333,231-241
A_BBS30029,0.9,39-47
A_BBS30029,0.7666666666666667,25-34
A_BBS30029,0.8,304-313
A_BBS30029,0.6,245-248
A_BBS30029,0.8,194-202
A_BBS30029,0.7333333333333333,161-175
A_BBS30029,0.7,83-89
A_BBS30029,0.7666666666666667,254-260
A_BBS30029,0.6666666666666666,135-143
A_BBS30029,0.7333333333333333,391-395
A_BBS30029,0.03333333333333333,293-293
A_BBS30029,0.8666666666666667,426-431
A_BBS30029,0.7,505-507
A_BBS30029,0.7333333333333333,187-190
A_BBS30029,0.26666666666666666,386-386
A_BBS30029,0.7666666666666667,154-157
A_BBS30029,0.7333333333333333,497-498
A_BBS30029,0.7,265-267
A_BBS30029,0.8,513-514
A_BBS30029,0.43333333333333335,221-221
A_BBS30029,0.8333333333333334,548-551
A_BBS30029,0.06666666666666667,130-130
A_BBS30029,0.8666666666666667,453-455
A_BBS30029,0.3333333333333333,521-521
A_BBS30029,0.3333333333333333,400-400
A_BBS30029,0.3333333333333333,297-297
A_BBS30030,1.0,152-179
A_BBS30030,1.0,8-26
A_BBS30030,1.0,322-340
A_BBS30030,1.0,207-214
A_BBS30030,0.7666666666666667,276-282
A_BBS30030,0.7666666666666667,257-266
A_BBS30030,0.9,48-55
A_BBS30030,0.8,288-301
A_BBS30030,0.8,75-80
A_BBS30030,0.7333333333333333,313-317
A_BBS30030,0.6666666666666666,243-249
A_BBS30030,0.5666666666666667,108-110
A_BBS30030,0.6666666666666666,116-119
A_BBS30030,0.5,345-347
A_BBS30030,0.7666666666666667,91-93
A_BBS30030,0.1,218-218
A_BBS30030,0.7,98-103
A_BBS30030,0.0,61-61
A_BBS30030,0.5666666666666667,236-237
A_BBS30030,0.3,203-203
A_BBS30030,0.3,144-144
A_BBS30030,0.3,4-4
C_1_BBS30001-2_BBS30002,0.06666666666666667,236-242
C_1_BBS30001-2_BBS30002,0.06666666666666667,27-31
C_1_BBS30001-2_BBS30002,0.06666666666666667,508-511
C_1_BBS30001-2_BBS30002,0.0,574-580
C_1_BBS30001-2_BBS30002,0.0,211-212
C_1_BBS30001-2_BBS30002,0.1,404-409
C_1_BBS30001-2_BBS30002,0.0,186-187
C_1_BBS30001-2_BBS30002,0.13333333333333333,269-270
C_1_BBS30001-2_BBS30002,0.0,631-632
